"","id","replyCount","likeCount","publishedAt","authorName","text","authorChannelId","authorChannelUrl","isReply","isReplyTo","isReplyToName"
"14","UgxPDpSLExShJxmq4h14AaABAg",1,0,"2019-05-26 11:37:45","Larry Jones","And every ingredient that you consume in the food store food drinks all have ingredients listed by law a vaccination why don&#39;t they put in print what the ingredients is in the vaccinations don&#39;t we have a right to know","UCkZSi9imLnooxkrnHo7vaNw","http://www.youtube.com/channel/UCkZSi9imLnooxkrnHo7vaNw",0,"",""
"15","UgxPDpSLExShJxmq4h14AaABAg.8vOewTx5Hxd97N69MWc-wB",NA,0,"2020-04-12 23:53:57","Kelp Thing","You can just google the ingredients no facebook","UCo0E4RWHqwVZdS7v4OFRDgg","http://www.youtube.com/channel/UCo0E4RWHqwVZdS7v4OFRDgg",1,"UgxPDpSLExShJxmq4h14AaABAg","Larry Jones"
"16","UgxtquakpKbfPPzD6EF4AaABAg",0,2,"2019-05-25 21:20:52","Sarah Smith","Thank you Dr. Peter Glidden!!!!","UC3TPD4boTJXU5YxQCeWAIEA","http://www.youtube.com/channel/UC3TPD4boTJXU5YxQCeWAIEA",0,"",""
"17","UgyvmDPCWEgSbOe7zQ14AaABAg",0,0,"2019-05-20 18:39:21","loveisthething","The mad doctor","UCuBF-PZM6dTsoJjO4Hmdozg","http://www.youtube.com/channel/UCuBF-PZM6dTsoJjO4Hmdozg",0,"",""
"18","UgwtiXVffQrAVbOxXut4AaABAg",1,0,"2019-05-18 06:57:04","Jagger K","He&#39;s an ND, Why would you trust him instead of a doctor?","UCZ_FVjIqjEE5Be9klLEtYhw","http://www.youtube.com/channel/UCZ_FVjIqjEE5Be9klLEtYhw",0,"",""
"19","UgwtiXVffQrAVbOxXut4AaABAg.8v3ZSkF59r794dQTK6B-lH",NA,0,"2020-02-05 03:44:21","SHERRELL JOHNSON","He left his medical practice and started his own ND practice because he knows the truth about how to fix the body. No longer a MD, now ND.","UCz7vy2C5S6KOBrmAyWGWqWw","http://www.youtube.com/channel/UCz7vy2C5S6KOBrmAyWGWqWw",1,"UgwtiXVffQrAVbOxXut4AaABAg","Jagger K"
"20","Ugwt0UprYB0Z20wmcjB4AaABAg",0,0,"2019-05-17 15:03:04","Debbie S","Thank you!!","UCmuHZwTX50-MOHXEN3Tw50g","http://www.youtube.com/channel/UCmuHZwTX50-MOHXEN3Tw50g",0,"",""
"21","Ugz1CStQW0ZUcjvodj94AaABAg",0,0,"2019-05-13 23:38:58","Woody Woodlstein","Real doctors don’t talk like this clown. <br>Learn the difference <br><br>ND school acceptance rate. 100%<br><br>MD school acceptance rate. &lt;4%. <br><br>Let that sink in. <br>Lmao <br><br><br><br>S U C K E R S.","UC57P9KfFWhQ3QXdsa63e3Cw","http://www.youtube.com/channel/UC57P9KfFWhQ3QXdsa63e3Cw",0,"",""
"22","UgxJJlu8QMy9dn0V0eF4AaABAg",0,0,"2019-05-13 23:37:27","Woody Woodlstein","This moron. Zero credentials. Zero accountability <br>Zero responsibility <br><br>You idiots keep listening to fake doctors. <br>Good luck when you actually are sick but it’s way too late to do anything because quacks like this told you it was good sensitivities. Lmao.","UC57P9KfFWhQ3QXdsa63e3Cw","http://www.youtube.com/channel/UC57P9KfFWhQ3QXdsa63e3Cw",0,"",""
"23","Ugx6gLwOGLw7p2ZpFp94AaABAg",0,0,"2019-05-13 22:29:41","gary c","bullshitter","UCdLxHanlC7fLuBhADmFz_EQ","http://www.youtube.com/channel/UCdLxHanlC7fLuBhADmFz_EQ",0,"",""
"24","UgyrkAD0iY4ZU1HxcYt4AaABAg",0,4,"2019-05-11 21:05:04","Sun","god bless dr. glidden &amp; wallach! truth is with them.","UCmfDRrhNDIx3LOx7zI0kyDA","http://www.youtube.com/channel/UCmfDRrhNDIx3LOx7zI0kyDA",0,"",""
"25","Ugy2zdnYwxq35fMsRF14AaABAg",0,0,"2019-05-09 22:40:48","Larry Jones","Why is some diseases faded out it&#39;s because of ways people used to live in the early fifties people didn&#39;t have electric or running water transportation of fresh fruits and vegetables fruit juice was not available in many areas","UCkZSi9imLnooxkrnHo7vaNw","http://www.youtube.com/channel/UCkZSi9imLnooxkrnHo7vaNw",0,"",""
"26","UgxjVyEcjwJaxl99uaN4AaABAg",0,0,"2019-05-09 10:10:16","Witty Woo","Keep them sick , it&#39;s good for business !","UCBvBzuhS90LqkcJeA6kOeJg","http://www.youtube.com/channel/UCBvBzuhS90LqkcJeA6kOeJg",0,"",""
"27","Ugy4m_0GsvZF29lsq7N4AaABAg",0,1,"2019-05-08 13:09:08","Larry Jones","Yes I had Polio in the early 50s I&#39;m a walking miracle today","UCkZSi9imLnooxkrnHo7vaNw","http://www.youtube.com/channel/UCkZSi9imLnooxkrnHo7vaNw",0,"",""
"28","UgzGBYsR32pRzMYqGdF4AaABAg",0,0,"2019-05-08 13:08:29","Larry Jones","Yes I a bully oh in the early fifties why is some of these diseases faded out well back then many millions of people didn&#39;t have electric running water they couldn&#39;t they didn&#39;t have transportation of fresh fruits and vegetables and fruit juices","UCkZSi9imLnooxkrnHo7vaNw","http://www.youtube.com/channel/UCkZSi9imLnooxkrnHo7vaNw",0,"",""
"29","UgzvsgtKloD7QniYKY14AaABAg",5,1,"2019-05-08 13:07:43","Larry Jones","No forced vaccinations some states forced vaccinations give the parents freedom to choose are the teenagers if your child is vaccinated protection why are you worried about somebody else who is not vaccinated","UCkZSi9imLnooxkrnHo7vaNw","http://www.youtube.com/channel/UCkZSi9imLnooxkrnHo7vaNw",0,"",""
"30","UgzvsgtKloD7QniYKY14AaABAg.8ufTvhBAE4m8vOsDs0c0sH",NA,0,"2019-05-26 13:33:51","Flat Eric","Larry Jones you started asking why it is a problem to not be vaccinated and it’s now moved to personal rights. It doesn’t bother you the potential consequences of being unvaccinated?","UClKTzPut1DQgjiZKjGGK_VQ","http://www.youtube.com/channel/UClKTzPut1DQgjiZKjGGK_VQ",1,"UgzvsgtKloD7QniYKY14AaABAg","Larry Jones"
"31","UgzvsgtKloD7QniYKY14AaABAg.8ufTvhBAE4m8vOrnH9komO",NA,0,"2019-05-26 13:30:05","Larry Jones","Personal rights personal freedom freedom of choice","UCkZSi9imLnooxkrnHo7vaNw","http://www.youtube.com/channel/UCkZSi9imLnooxkrnHo7vaNw",1,"UgzvsgtKloD7QniYKY14AaABAg","Larry Jones"
"32","UgzvsgtKloD7QniYKY14AaABAg.8ufTvhBAE4m8vOji2ch1_D",NA,0,"2019-05-26 12:19:28","Flat Eric","Larry Jones what point are you trying to make with your last comment?","UClKTzPut1DQgjiZKjGGK_VQ","http://www.youtube.com/channel/UClKTzPut1DQgjiZKjGGK_VQ",1,"UgzvsgtKloD7QniYKY14AaABAg","Larry Jones"
"33","UgzvsgtKloD7QniYKY14AaABAg.8ufTvhBAE4m8vOemJl1ZU2",NA,0,"2019-05-26 11:36:21","Larry Jones","When my wife was pregnant she didn't go to any doctor when my child was born at home they was no doctor my child was not vaccinated never went to a doctor until they were six years old","UCkZSi9imLnooxkrnHo7vaNw","http://www.youtube.com/channel/UCkZSi9imLnooxkrnHo7vaNw",1,"UgzvsgtKloD7QniYKY14AaABAg","Larry Jones"
"34","UgzvsgtKloD7QniYKY14AaABAg.8ufTvhBAE4m8vOdKLXCYYR",NA,0,"2019-05-26 11:23:40","Flat Eric","Larry Jones there is a risk to unborn children and people who cannot be vaccinated due to allergic reactions. That’s why.","UClKTzPut1DQgjiZKjGGK_VQ","http://www.youtube.com/channel/UClKTzPut1DQgjiZKjGGK_VQ",1,"UgzvsgtKloD7QniYKY14AaABAg","Larry Jones"
"35","UgyBEp5sjbBpLxejJxx4AaABAg",0,0,"2019-05-07 19:22:18","deiin tang","If this is for population control, then this is certainly not working...…<br>also explain why the hell we had polio and measles and why people died from it","UC8Z5PP76DgH2tLLgNiJe4EA","http://www.youtube.com/channel/UC8Z5PP76DgH2tLLgNiJe4EA",0,"",""
"36","UgwJrZm4N9wGp0oI1794AaABAg",1,3,"2019-05-07 18:21:59","Brian Miller","I&#39;m a Australian nurse and I was unfortunately misdiagnosed by doctors and psychiatrist&#39;s there&#39;s a woman by the name of gwen Olson who used to be in the pharmaceutical industry and I fully support her these drugs kill people I recently took myself off antidepressants because they had nasty adverse side effects and could have killed me now I&#39;m in the process of suing the Australian government and health department","UCZQBN4KPzrC8XU-T63carDg","http://www.youtube.com/channel/UCZQBN4KPzrC8XU-T63carDg",0,"",""
"37","UgwJrZm4N9wGp0oI1794AaABAg.8udT5boqNJm97N5OEuJI91",NA,0,"2020-04-12 23:47:14","Kelp Thing","U should get fired","UCo0E4RWHqwVZdS7v4OFRDgg","http://www.youtube.com/channel/UCo0E4RWHqwVZdS7v4OFRDgg",1,"UgwJrZm4N9wGp0oI1794AaABAg","Brian Miller"
"38","UgwyupHIVoSOT3BgW1p4AaABAg",0,0,"2019-05-07 04:20:35","Aldous Huxley","How is everyone in these videos so well spoken??","UC38054-rgu2xtVJdAV6_F7w","http://www.youtube.com/channel/UC38054-rgu2xtVJdAV6_F7w",0,"",""
"39","UgyK9zGq1i25M6yKAMp4AaABAg",0,0,"2019-05-07 00:42:31","Shawn ¿","@<a href=""https://www.youtube.com/watch?v=Z11BoRjjnEE&amp;t=1m53s"">1:53</a> when he references bias; <br>It was an (a priori bias)-<br>A.) relating to or derived by reasoning from self-evident propositions<br>B.) presupposed by experience<br>2a) being without examination or analysis, Presumptive <br><br>For the record","UCi9ckcY0xUOJF4xpr5tJDJg","http://www.youtube.com/channel/UCi9ckcY0xUOJF4xpr5tJDJg",0,"",""
"40","UgwtaIqn461upd6833Z4AaABAg",0,0,"2019-05-06 19:59:12","Daniel Pike","Get your vaccines!","UCLX1Ux2ND7-fMK2OqDGvklg","http://www.youtube.com/channel/UCLX1Ux2ND7-fMK2OqDGvklg",0,"",""
"41","Ugzyh7r4eJNPxyXt0LN4AaABAg",0,0,"2019-05-06 14:07:49","Michelle Kerth","Natural? More like inate","UCHurP8vJjKwE5jgg1Vb4_Ow","http://www.youtube.com/channel/UCHurP8vJjKwE5jgg1Vb4_Ow",0,"",""
"42","UgwkRlv7gNgxRJk4iwF4AaABAg",4,11,"2019-05-06 12:45:24","TruthSeeker-2020","Natural is the way to go feed the body nutrition and it regenerates itself its not rocket science been wakin ppl up for yrs many got off all medications dont fall for the big pharma bloodpressure + cholesterol hoax nonsense...nutrition builds strong immune ur body can protect itself from all these manmade patent military bioweapon diseases.. check my natural health playlist 👀","UCqgK6vHOqv_Fbf_gQH7DrYg","http://www.youtube.com/channel/UCqgK6vHOqv_Fbf_gQH7DrYg",0,"",""
"43","UgwkRlv7gNgxRJk4iwF4AaABAg.8uaHmXx4H4R8uiG9VbJ4p2",NA,0,"2019-05-09 15:05:07","TruthSeeker-2020","Thats good heres a vid from my playlist to get u started ☺ https://youtu.be/PXe2xldWxtY","UCqgK6vHOqv_Fbf_gQH7DrYg","http://www.youtube.com/channel/UCqgK6vHOqv_Fbf_gQH7DrYg",1,"UgwkRlv7gNgxRJk4iwF4AaABAg","TruthSeeker-2020"
"44","UgwkRlv7gNgxRJk4iwF4AaABAg.8uaHmXx4H4R8uiBNenEi0A",NA,0,"2019-05-09 14:23:22","Witty Woo","@TruthSeeker-2020 thanks im gonna look further into this , think it runs in my family , my parents are affected by it , i am aswell","UCBvBzuhS90LqkcJeA6kOeJg","http://www.youtube.com/channel/UCBvBzuhS90LqkcJeA6kOeJg",1,"UgwkRlv7gNgxRJk4iwF4AaABAg","TruthSeeker-2020"
"45","UgwkRlv7gNgxRJk4iwF4AaABAg.8uaHmXx4H4R8ui5tPg_4xM",NA,0,"2019-05-09 13:35:24","TruthSeeker-2020","@Witty Woo 1st of all evryone bloodpressure is different and it goes up and down naturally at different times when it needs-the brain is very smart computer and will do anythin it can to keep u alive and taking a med to lower it makes the heart work 10x harder because it wanted the bloodpressure up..the body regenerates itself and regulates itself on a nutritous organic non gmo non manmade foods and zero poisonous meds..deep breathing will drop bloodpressure imediately..i know many ppl quit all ther meds and did the charlotte gerson detox a 3day fast+detox..anyway dnt know your specific problem but thers much info out ther check my natural health playlist ☺","UCqgK6vHOqv_Fbf_gQH7DrYg","http://www.youtube.com/channel/UCqgK6vHOqv_Fbf_gQH7DrYg",1,"UgwkRlv7gNgxRJk4iwF4AaABAg","TruthSeeker-2020"
"46","UgwkRlv7gNgxRJk4iwF4AaABAg.8uaHmXx4H4R8uhjhSIhrw6",NA,0,"2019-05-09 10:12:48","Witty Woo","What's needed to regulate high or blood pressure naturally ?","UCBvBzuhS90LqkcJeA6kOeJg","http://www.youtube.com/channel/UCBvBzuhS90LqkcJeA6kOeJg",1,"UgwkRlv7gNgxRJk4iwF4AaABAg","TruthSeeker-2020"
"47","UgzKZiH-dBeY_jNr0uN4AaABAg",0,0,"2019-05-06 11:33:04","Erick de viking","&quot;My son that is 26 was not vacinated&quot;.... I don&#39;t need a motorcycle helmet. I&#39;ve never crashed. Yeah... I am vaccinating my kid. Polio seems like such a hassle.","UCRabHnoYbH9UaEiEMm9ARow","http://www.youtube.com/channel/UCRabHnoYbH9UaEiEMm9ARow",0,"",""
"48","UgwKi4JUcjuun5aMXNJ4AaABAg",0,0,"2019-05-06 08:04:54","Ronan McKeown","Lies. Or perhaps you have a shred of evidence for &quot;the net negative benefits of vaccination outweigh the positive benefits of vaccination&quot;. Yeah, thought not. Anyone who believes this rubbish should see if they can get a vaccination against stupidity.","UCGX7Yt6NkSRSwDjzeXemdWQ","http://www.youtube.com/channel/UCGX7Yt6NkSRSwDjzeXemdWQ",0,"",""
"49","Ugz6D2Nfm82BKb28KAx4AaABAg",0,2,"2019-05-06 04:29:15","kimmy Niemann Beyer","Yes....population control","UCj-E5FDvGXVM7owhewcXAZA","http://www.youtube.com/channel/UCj-E5FDvGXVM7owhewcXAZA",0,"",""
"50","UgyOCMzKRF6BB5svihF4AaABAg",66,28,"2019-05-06 00:32:47","Whatever whatever","My daughter got very sick after an MMR vaccine !she was never the same after that!","UCZbEjcWqj-2fckNZcDa9hNQ","http://www.youtube.com/channel/UCZbEjcWqj-2fckNZcDa9hNQ",0,"",""
"51","UgyOCMzKRF6BB5svihF4AaABAg.8uZywhqlM_S9TojcIrRfUW",NA,0,"2021-10-22 22:16:58","Tomiko Eaton","Horrible mmr dpt hurt my son","UCScivBN4iyZ57qRzV_S9STw","http://www.youtube.com/channel/UCScivBN4iyZ57qRzV_S9STw",1,"UgyOCMzKRF6BB5svihF4AaABAg","Whatever whatever"
"52","UgyOCMzKRF6BB5svihF4AaABAg.8uZywhqlM_S97N3lUkIVJh",NA,0,"2020-04-12 23:33:04","Kelp Thing","How do u believe this","UCo0E4RWHqwVZdS7v4OFRDgg","http://www.youtube.com/channel/UCo0E4RWHqwVZdS7v4OFRDgg",1,"UgyOCMzKRF6BB5svihF4AaABAg","Whatever whatever"
"53","UgyOCMzKRF6BB5svihF4AaABAg.8uZywhqlM_S8veeZZCjGho",NA,1,"2019-06-02 02:01:34","President Trump","@Flat Eric Best effort at what? I'm just laughing at your sad attempt at trolling.","UCClNCY-GPCLFL-f7ii47V7w","http://www.youtube.com/channel/UCClNCY-GPCLFL-f7ii47V7w",1,"UgyOCMzKRF6BB5svihF4AaABAg","Whatever whatever"
"54","UgyOCMzKRF6BB5svihF4AaABAg.8uZywhqlM_S8vc5g6FptSj",NA,0,"2019-06-01 02:09:32","Flat Eric","President Trump Is saying ‘lol’ again and again your best effort?","UClKTzPut1DQgjiZKjGGK_VQ","http://www.youtube.com/channel/UClKTzPut1DQgjiZKjGGK_VQ",1,"UgyOCMzKRF6BB5svihF4AaABAg","Whatever whatever"
"55","UgyOCMzKRF6BB5svihF4AaABAg.8uZywhqlM_S8vbrt7Ie_so",NA,0,"2019-06-01 00:00:15","President Trump","@Flat Eric Great response. Very well thought out. lol","UCClNCY-GPCLFL-f7ii47V7w","http://www.youtube.com/channel/UCClNCY-GPCLFL-f7ii47V7w",1,"UgyOCMzKRF6BB5svihF4AaABAg","Whatever whatever"
"56","UgyOCMzKRF6BB5svihF4AaABAg.8uZywhqlM_S8vbqkrHBMHi",NA,0,"2019-05-31 23:50:23","Flat Eric","President Trump again","UClKTzPut1DQgjiZKjGGK_VQ","http://www.youtube.com/channel/UClKTzPut1DQgjiZKjGGK_VQ",1,"UgyOCMzKRF6BB5svihF4AaABAg","Whatever whatever"
"57","UgyOCMzKRF6BB5svihF4AaABAg.8uZywhqlM_S8vbqirLvXto",NA,0,"2019-05-31 23:50:06","Flat Eric","President Trump wrong","UClKTzPut1DQgjiZKjGGK_VQ","http://www.youtube.com/channel/UClKTzPut1DQgjiZKjGGK_VQ",1,"UgyOCMzKRF6BB5svihF4AaABAg","Whatever whatever"
"58","UgyOCMzKRF6BB5svihF4AaABAg.8uZywhqlM_S8vbmMs7ur06",NA,0,"2019-05-31 23:12:01","President Trump","@Flat Eric You","UCClNCY-GPCLFL-f7ii47V7w","http://www.youtube.com/channel/UCClNCY-GPCLFL-f7ii47V7w",1,"UgyOCMzKRF6BB5svihF4AaABAg","Whatever whatever"
"59","UgyOCMzKRF6BB5svihF4AaABAg.8uZywhqlM_S8vblSMxG69T",NA,0,"2019-05-31 23:04:02","Flat Eric","President Trump without looking it up, what do you think a troll is?","UClKTzPut1DQgjiZKjGGK_VQ","http://www.youtube.com/channel/UClKTzPut1DQgjiZKjGGK_VQ",1,"UgyOCMzKRF6BB5svihF4AaABAg","Whatever whatever"
"60","UgyOCMzKRF6BB5svihF4AaABAg.8uZywhqlM_S8vbGieJSvQz",NA,0,"2019-05-31 18:26:46","President Trump","@Flat Eric That's a weak argument and at this point, I'm certain that you're just trolling.","UCClNCY-GPCLFL-f7ii47V7w","http://www.youtube.com/channel/UCClNCY-GPCLFL-f7ii47V7w",1,"UgyOCMzKRF6BB5svihF4AaABAg","Whatever whatever"
"61","UgyOCMzKRF6BB5svihF4AaABAg.8uZywhqlM_S8vaTbgdG4hw",NA,0,"2019-05-31 11:00:10","Flat Eric","President Trump now you’re just copying what I’m saying. I bet you had to look up ‘nuanced’.","UClKTzPut1DQgjiZKjGGK_VQ","http://www.youtube.com/channel/UClKTzPut1DQgjiZKjGGK_VQ",1,"UgyOCMzKRF6BB5svihF4AaABAg","Whatever whatever"
"62","UgyOCMzKRF6BB5svihF4AaABAg.8uZywhqlM_S8v_wRpxSpus",NA,0,"2019-05-31 06:01:36","President Trump","@Flat Eric Oh I understand everything perfectly, it's you who seems to have a comprehension issue because even when it's explained clearly, you still can't grasp what's being explained to you.","UCClNCY-GPCLFL-f7ii47V7w","http://www.youtube.com/channel/UCClNCY-GPCLFL-f7ii47V7w",1,"UgyOCMzKRF6BB5svihF4AaABAg","Whatever whatever"
"63","UgyOCMzKRF6BB5svihF4AaABAg.8uZywhqlM_S8v_DrGPvxmr",NA,0,"2019-05-30 23:23:15","Flat Eric","President Trump and you once again can’t understand what is being said to you. You didn’t answer when I asked this before, is English not your first language? Seriously. You seem to genuinely not understand what is being said and even when it is not even that nuanced.","UClKTzPut1DQgjiZKjGGK_VQ","http://www.youtube.com/channel/UClKTzPut1DQgjiZKjGGK_VQ",1,"UgyOCMzKRF6BB5svihF4AaABAg","Whatever whatever"
"64","UgyOCMzKRF6BB5svihF4AaABAg.8uZywhqlM_S8v_6tYI8hRk",NA,0,"2019-05-30 22:22:23","President Trump","@Flat Eric Is saying facts ""fall flat"" a way you make yourself feel better about your sad attempt at trolling? You even admit to being narrow-minded. lol 😂","UCClNCY-GPCLFL-f7ii47V7w","http://www.youtube.com/channel/UCClNCY-GPCLFL-f7ii47V7w",1,"UgyOCMzKRF6BB5svihF4AaABAg","Whatever whatever"
"65","UgyOCMzKRF6BB5svihF4AaABAg.8uZywhqlM_S8v_1rXDqmCH",NA,0,"2019-05-30 21:38:25","Flat Eric","President Trump you keep trying to make witty comebacks but they just keep falling flat. I said I’m not so open minded that my brain falls out and you think that means I’m admitting I’m not using my brain. Your brain has fallen out it seems.","UClKTzPut1DQgjiZKjGGK_VQ","http://www.youtube.com/channel/UClKTzPut1DQgjiZKjGGK_VQ",1,"UgyOCMzKRF6BB5svihF4AaABAg","Whatever whatever"
"66","UgyOCMzKRF6BB5svihF4AaABAg.8uZywhqlM_S8vZwolyUPOu",NA,0,"2019-05-30 20:45:37","President Trump","@Flat Eric ""not so open-minded that my brain falls out"" So you admit to intentionally refusing to use your brain? That explains a lot actually.","UCClNCY-GPCLFL-f7ii47V7w","http://www.youtube.com/channel/UCClNCY-GPCLFL-f7ii47V7w",1,"UgyOCMzKRF6BB5svihF4AaABAg","Whatever whatever"
"67","UgyOCMzKRF6BB5svihF4AaABAg.8uZywhqlM_S8vZiVWV61xF",NA,0,"2019-05-30 18:40:31","Flat Eric","President Trump not so open minded that my brain falls out. Both our names are puppets. Mine from an old Levi’s commercial and your’s is the President of the United States.","UClKTzPut1DQgjiZKjGGK_VQ","http://www.youtube.com/channel/UClKTzPut1DQgjiZKjGGK_VQ",1,"UgyOCMzKRF6BB5svihF4AaABAg","Whatever whatever"
